tx_id,customer_id,amount,compliance_label,latency_ms,fraud_risk_flag
12589565,CUST_3773,4580,1,73,0
df3067b2,CUST_2186,3013,1,164,0
c4eb2131,CUST_3373,605,0,105,0
1ca7a850,CUST_1799,3951,1,115,0
75ae26d1,CUST_8351,3889,1,250,0
b94dabb8,CUST_7784,2306,1,269,0
cd53a43c,CUST_7400,776,0,240,0
0fe62c35,CUST_9967,4162,1,56,0
77fcebe2,CUST_1686,1393,0,55,0
9b9dac4d,CUST_4196,998,0,244,0
d7d18d8b,CUST_8873,4551,1,209,0
8fdad001,CUST_4909,620,0,279,0
3507c8cf,CUST_2522,1219,0,130,1
dfcecbb1,CUST_2621,3019,1,130,0
045f4058,CUST_5541,1742,0,172,0
24ce0429,CUST_8735,2284,1,100,0
165ffdb3,CUST_4664,1296,0,125,0
d6514180,CUST_6671,3614,1,124,0
b2686dfd,CUST_8221,4918,1,190,0
7eb28b11,CUST_7344,4869,1,243,0
e7e56d61,CUST_7063,4287,1,184,0
9d9a718d,CUST_2257,2660,1,72,0
199afd5e,CUST_2855,375,0,280,0
275047c1,CUST_3180,4589,1,64,0
e6cdae49,CUST_6368,2013,1,166,0
c84ed24e,CUST_5933,3809,1,71,0
b011e466,CUST_9143,1390,0,238,0
2c653881,CUST_8113,344,0,232,0
325dd622,CUST_9866,4405,1,273,0
dca1d545,CUST_4833,2465,1,138,0
2773d8b5,CUST_1912,2808,1,287,0
0581ea50,CUST_6521,2831,1,173,0
dd8333f2,CUST_4676,1286,0,265,0
778c8d61,CUST_2515,509,0,161,0
c73b15a4,CUST_3078,2309,1,213,1
64e7f317,CUST_1982,2989,1,214,0
c96b32e9,CUST_8113,664,0,177,0
619bcc51,CUST_1888,3809,1,266,0
4ba24e7b,CUST_6631,2514,1,278,0
6341b861,CUST_9671,4266,1,124,0
cb4b35fc,CUST_4447,4415,1,227,0
b9d7a18c,CUST_1825,1142,0,87,0
9495930a,CUST_4869,4392,1,198,0
1ddc9111,CUST_6335,3701,1,128,0
efbe19e6,CUST_4653,270,0,224,0
3336c421,CUST_7190,2427,1,192,0
7a97f8dd,CUST_1685,2125,1,252,0
4d2b1271,CUST_3114,4769,1,151,0
c84ab963,CUST_9050,4830,1,59,0
d37d17bf,CUST_5481,3356,1,89,0
0ecde893,CUST_9677,4235,1,250,0
3e59fd20,CUST_6084,689,0,61,0
28421ad5,CUST_1400,4225,1,131,0
253447b2,CUST_8422,2082,1,65,0
a528d52a,CUST_2478,3365,1,218,0
fe76de4b,CUST_8401,310,0,239,0
fb18de3e,CUST_5675,2202,1,135,0
85d1851c,CUST_5600,133,0,229,0
c81ad32c,CUST_9484,923,0,290,0
64b54f3d,CUST_1905,2656,1,263,0
2c255362,CUST_6977,3325,1,69,0
745ea4f5,CUST_1807,2238,1,259,0
6b6fde67,CUST_5270,2366,1,220,0
ce2f7173,CUST_6336,1758,0,129,0
ab3c1ccd,CUST_4290,429,0,226,0
82a65220,CUST_3976,4034,1,121,0
db7d099a,CUST_2796,1998,0,57,0
8396f458,CUST_7509,2768,1,59,0
0858b635,CUST_1250,3743,1,60,1
d400557e,CUST_3086,4336,1,54,0
4ad5849e,CUST_7541,4233,1,290,0
7072dbb2,CUST_1379,3080,1,201,0
4f3fe4ec,CUST_3635,2809,1,104,0
62b3b5e4,CUST_8057,3207,1,75,0
5b1b28ec,CUST_3812,214,0,209,0
aadd2a9a,CUST_2655,1688,0,161,0
37b786d1,CUST_6525,1042,0,289,0
777c0c03,CUST_9474,3955,1,162,0
da0c3077,CUST_7172,4783,1,244,0
d23486dc,CUST_2973,1820,0,249,0
ad4ddf5c,CUST_4687,2282,1,77,0
c34c2c76,CUST_4626,1900,0,156,0
44cdcefb,CUST_2032,279,0,145,0
4c427479,CUST_7877,1427,0,188,1
2fd75e81,CUST_5882,2456,1,98,0
179a26f5,CUST_2226,1683,0,234,0
bfc6d26b,CUST_3134,4175,1,120,0
4c7d0ea9,CUST_9438,3298,1,235,0
7db7008e,CUST_8644,3765,1,72,0
5cd13cb9,CUST_9857,4845,1,236,0
402c329c,CUST_1954,2043,1,178,0
9f83a56e,CUST_8318,2696,1,297,0
3d6bfc5e,CUST_6131,479,0,84,0
3cef675c,CUST_3975,4214,1,85,0
e3a5da04,CUST_3386,2297,1,79,0
a04d4ae2,CUST_1243,1269,0,154,0
42cd44ab,CUST_2204,3841,1,167,0
70ce2775,CUST_1368,4068,1,121,1
f9f7df1e,CUST_1288,1700,0,194,0
77a25cf5,CUST_5804,2171,1,125,0
53ff2d64,CUST_5718,2980,1,106,0
3e0961e6,CUST_5062,799,0,195,0
c36ec2dc,CUST_3234,2036,1,284,0
3f713ed5,CUST_6173,3870,1,178,0
659054ad,CUST_1325,180,0,220,0
38efe8c2,CUST_7300,4939,1,266,0
9e83a671,CUST_2519,650,0,219,0
030fc486,CUST_7060,3736,1,102,0
a17b3af5,CUST_1625,776,0,102,0
aec8e600,CUST_3402,1945,0,105,0
f00b0fc5,CUST_9653,2322,1,114,0
7c6371e7,CUST_7847,3373,1,274,0
27f4cc28,CUST_2308,661,0,52,0
c7ad79f4,CUST_9421,374,0,83,0
6d59023b,CUST_3874,478,0,116,0
be2ce9f2,CUST_2513,3045,1,180,0
2002e878,CUST_6620,2094,1,122,0
987db6d3,CUST_7947,1918,0,260,0
ee891190,CUST_3770,4709,1,254,0
adb3649a,CUST_8937,2064,1,277,0
63fbb3dc,CUST_6264,4440,1,132,0
a90756d8,CUST_4421,4110,1,157,0
69c7c1ad,CUST_6602,1146,0,50,1
6d36c6c1,CUST_6083,3268,1,264,0
60df0c01,CUST_1535,3747,1,72,0
8da14665,CUST_7541,4906,1,110,0
dced4db5,CUST_3206,293,0,162,0
4ddcf1aa,CUST_9829,122,0,115,1
a01e9d96,CUST_3710,3216,1,282,0
4e862867,CUST_8413,3014,1,215,0
23411858,CUST_9155,4681,1,246,0
81bbb88a,CUST_9445,4783,1,236,0
2a689b9f,CUST_1925,1968,0,184,0
1ca91ef9,CUST_6600,2986,1,107,0
f9252130,CUST_4530,4752,1,217,0
fea401f3,CUST_8144,3938,1,233,0
578d0c31,CUST_1115,2362,1,278,0
807206c4,CUST_1405,4271,1,148,0
baeb62d2,CUST_2522,3687,1,150,0
db3b59b1,CUST_8902,1723,0,233,0
9a45b862,CUST_7278,2243,1,112,0
f5b3c41e,CUST_1481,1446,0,258,0
24ad7d89,CUST_7958,4265,1,62,0
5ea4c31f,CUST_1311,1435,0,147,0
72e1a3af,CUST_6519,831,0,141,0
6710e357,CUST_5115,3388,1,137,0
7210c965,CUST_6822,2842,1,234,0
d9978ee8,CUST_8162,3228,1,291,1
20dafe6d,CUST_8546,3955,1,156,0
b7036218,CUST_1366,735,0,232,0
232635e7,CUST_1850,1658,0,178,0
b8d9db31,CUST_6387,4969,1,134,0
13ce406c,CUST_6131,2780,1,272,0
11ce6aeb,CUST_8483,3790,1,287,0
ae311efe,CUST_6520,217,0,189,0
80d19e45,CUST_8167,3629,1,293,0
86106810,CUST_5148,2777,1,90,1
fe537118,CUST_3388,1249,0,103,1
5155fea3,CUST_9790,4393,1,85,0
a4e9d339,CUST_5278,4498,1,277,0
ab628073,CUST_8724,4404,1,259,0
f05caa43,CUST_8585,2084,1,199,0
a5e87459,CUST_8844,1261,0,108,0
427f309f,CUST_7646,2164,1,108,0
5932860d,CUST_1967,2310,1,60,0
43fe5bbc,CUST_6903,1546,0,260,1
0d1d41c0,CUST_8639,2020,1,165,0
7bfcd4c3,CUST_1423,1747,0,68,0
916fe51c,CUST_5814,4060,1,159,0
023cc3f9,CUST_2787,2565,1,106,0
96a11615,CUST_5521,1627,0,72,0
60aa5060,CUST_6073,4586,1,111,0
1c83b7fc,CUST_3412,1672,0,51,0
0faeb99b,CUST_5717,314,0,236,1
3ff9b7dc,CUST_3135,3939,1,266,0
4358a7fc,CUST_3729,512,0,121,0
234a643c,CUST_1402,845,0,300,0
2258b9e6,CUST_9428,2020,1,280,0
e90e52ec,CUST_4231,893,0,60,0
ef96c854,CUST_6329,914,0,108,0
f163c135,CUST_6148,3704,1,280,0
96d70430,CUST_7220,4144,1,149,0
fcde5edc,CUST_5275,4842,1,95,0
541f3a4d,CUST_8961,643,0,278,0
77020735,CUST_5335,808,0,58,0
44b436af,CUST_3025,3779,1,192,0
58b75107,CUST_8190,3416,1,123,0
d49e8222,CUST_8807,3653,1,269,0
f3998bb3,CUST_5197,2801,1,177,0
edcc3601,CUST_6356,3887,1,144,0
599987b0,CUST_8268,1767,0,94,0
0159fee2,CUST_6936,1917,0,102,0
ec6b97bd,CUST_7944,4069,1,106,0
9d1a7b7f,CUST_7307,1014,0,71,0
1dbb4353,CUST_3847,4331,1,281,0
f591b2fc,CUST_3085,4539,1,280,0
d5716854,CUST_4099,457,0,269,0
6f15be52,CUST_8210,3960,1,144,0
9f89c208,CUST_2096,4690,1,174,0
0240855c,CUST_4278,4242,1,276,0
5a4a953c,CUST_9222,4241,1,175,0
156e677a,CUST_2587,4404,1,193,1
d502c1cc,CUST_1332,4065,1,279,0
24bd4354,CUST_5644,2388,1,267,0
929b12d8,CUST_3007,1186,0,174,0
aea51f70,CUST_6997,717,0,173,0
9b653ded,CUST_1601,3740,1,101,0
4307d922,CUST_5978,412,0,285,0
55bdd200,CUST_1016,2814,1,189,0
595f11c4,CUST_3425,3739,1,286,0
d502295c,CUST_7977,634,0,140,1
b2af95f0,CUST_5666,119,0,257,0
a28e7d6a,CUST_4051,3458,1,59,0
6435170a,CUST_2511,4633,1,205,0
40d3435b,CUST_4527,2817,1,217,0
b2d8667d,CUST_6393,1463,0,156,0
47c6dd00,CUST_6851,2855,1,294,0
28cb6422,CUST_2372,3943,1,183,0
94ff4c43,CUST_2192,1407,0,236,1
616f997c,CUST_3583,2883,1,191,0
4969dacd,CUST_5505,3055,1,69,0
cfc575d6,CUST_6491,1837,0,221,0
f98f5a5a,CUST_2644,416,0,57,1
2c71b2ae,CUST_5667,4375,1,217,0
13659fb3,CUST_9105,692,0,285,0
8aed5a5b,CUST_9105,1789,0,67,0
1ecff203,CUST_5434,3364,1,67,0
b3bb2357,CUST_1691,2709,1,113,0
e2cb80ba,CUST_7596,3250,1,284,0
c0ae1ce5,CUST_4402,4929,1,115,0
dad21690,CUST_1544,4613,1,177,0
61648d3c,CUST_2646,1474,0,263,0
50254338,CUST_8450,2201,1,141,0
494df435,CUST_2593,2327,1,153,0
f50c4669,CUST_3788,1036,0,167,0
4e4bde84,CUST_2390,1150,0,270,0
fb9b9928,CUST_2796,4206,1,284,0
3e86387b,CUST_4776,4789,1,222,0
963551de,CUST_7533,1016,0,76,0
57d0bf53,CUST_5808,1118,0,68,0
5c23e182,CUST_9770,1089,0,246,0
eaf2d85b,CUST_9783,3838,1,161,1
4bed2529,CUST_3950,1778,0,265,0
096edca9,CUST_6155,4724,1,93,0
3d51f4de,CUST_5088,3319,1,63,0
d5ee400b,CUST_1961,290,0,51,0
bee8c953,CUST_5308,104,0,91,0
97f3468f,CUST_6206,1597,0,231,0
b894334f,CUST_1786,2302,1,173,0
e6d1426c,CUST_7912,2401,1,215,0
c6000afa,CUST_7754,3726,1,267,0
ffe20bae,CUST_5314,2494,1,63,0
72977d04,CUST_8581,949,0,257,0
d8cfa0da,CUST_4501,4026,1,300,0
db66514f,CUST_1102,2474,1,149,0
20cd23c5,CUST_7585,3044,1,122,0
654d59be,CUST_7399,751,0,241,0
9904cb37,CUST_8095,424,0,248,0
921ff83c,CUST_9466,1141,0,195,0
94b288b5,CUST_1206,1162,0,254,0
a50dc4a8,CUST_1324,1385,0,129,0
cbf440a6,CUST_2766,3550,1,235,0
4eaa7af1,CUST_5334,1831,0,225,0
3db5cf73,CUST_9758,694,0,109,0
01222cd2,CUST_1136,2171,1,67,0
0e2531ef,CUST_3125,1257,0,266,0
16683a05,CUST_2441,2203,1,130,1
fce51a79,CUST_7009,1151,0,136,0
a24491b3,CUST_9352,307,0,268,0
5b59801a,CUST_3150,3569,1,108,0
52209be5,CUST_1731,3932,1,263,0
dcd9c6a0,CUST_6035,1822,0,89,0
f0cf9b7f,CUST_3743,2544,1,257,0
c3ef1ca9,CUST_2507,3092,1,167,0
3e9d71a5,CUST_8609,2267,1,243,0
5fbb4852,CUST_5953,4100,1,185,0
0744f995,CUST_8122,1967,0,205,0
1efffa7d,CUST_8665,1264,0,55,0
79b25639,CUST_7827,4543,1,111,0
14321787,CUST_1985,1169,0,64,0
8a68b00a,CUST_5865,1557,0,244,0
d244ac38,CUST_9230,4783,1,187,0
4c51c54b,CUST_1117,3457,1,93,0
fae8d0ff,CUST_5089,4151,1,243,0
37437d48,CUST_3034,1271,0,171,0
7c888d71,CUST_2966,4382,1,76,0
6aa38b48,CUST_6353,2110,1,117,0
eae8a96e,CUST_9520,3603,1,140,0
c63a0a6d,CUST_5148,1588,0,277,0
eba75e2d,CUST_8449,2461,1,129,0
85b6443d,CUST_1697,2431,1,145,0
8acb4ee0,CUST_5369,3331,1,88,0
1798cdc0,CUST_1700,4584,1,248,0
0d9eb3f8,CUST_7051,4220,1,186,0
087012cb,CUST_7840,3203,1,226,0
65338b7e,CUST_2850,2547,1,95,0
40040ed4,CUST_6872,4439,1,140,0
2d2166f3,CUST_4238,3913,1,228,0
1033cb7f,CUST_2176,4784,1,198,1
15fef126,CUST_6802,2550,1,83,1
0772ad5a,CUST_5877,3710,1,239,0
01a49bc2,CUST_1770,1070,0,112,0
ac299296,CUST_6487,4191,1,167,0
7e663075,CUST_1441,3723,1,88,0
58d10828,CUST_1261,1195,0,235,0
ebe6ab3b,CUST_1292,4833,1,116,0
16cfb207,CUST_4585,2823,1,241,0
f2930c39,CUST_7530,2464,1,223,0
82f74317,CUST_7245,4130,1,130,0
0c9dd77e,CUST_4770,3190,1,86,0
40d8ece3,CUST_9222,2400,1,137,0
0d279422,CUST_9101,1977,0,120,0
3360facb,CUST_9058,697,0,215,0
4f6ba4de,CUST_1422,4911,1,206,0
f8d2a6fa,CUST_6696,2740,1,104,0
2163ce54,CUST_8354,4006,1,263,0
21a72336,CUST_3138,4358,1,215,0
f89b6ff5,CUST_8310,3128,1,288,0
eab4631c,CUST_8881,2567,1,229,0
918f265e,CUST_8717,3923,1,156,0
dbf0c6d2,CUST_9106,644,0,265,0
30ffe2b5,CUST_5009,314,0,84,0
96c34249,CUST_6284,2973,1,267,0
4b3e6f57,CUST_3990,3613,1,173,0
5b4dfb32,CUST_5943,1350,0,128,0
49f54b38,CUST_6528,4321,1,80,0
3d92a924,CUST_5187,1863,0,58,0
00a96d04,CUST_6854,141,0,159,0
cfc4af06,CUST_5985,2127,1,112,0
7f0d2c14,CUST_1556,1856,0,264,0
4c05d16c,CUST_8074,2660,1,251,0
0bd661cb,CUST_1578,1622,0,245,0
6153111b,CUST_9527,1120,0,129,0
eab828d6,CUST_4519,810,0,126,0
4145c349,CUST_3622,4605,1,276,0
a215c9cc,CUST_5489,1352,0,140,0
8ba62c64,CUST_1066,3029,1,206,0
59e1bcb4,CUST_1956,4927,1,177,0
9b26a0f5,CUST_3607,931,0,271,0
9a1cd155,CUST_8958,4493,1,74,0
fa4b9b32,CUST_5398,3904,1,237,0
6c9ecbb0,CUST_9836,2940,1,166,0
a65d2af7,CUST_7175,2555,1,176,0
4a172515,CUST_5446,3184,1,288,0
8ec5de08,CUST_4214,947,0,174,0
be70edc6,CUST_3690,571,0,53,0
1c3b2879,CUST_4324,4666,1,114,0
88dea88b,CUST_3917,130,0,169,0
2e82ebc6,CUST_2476,1334,0,281,0
e95a7b49,CUST_4664,4149,1,124,0
aa9dd1a7,CUST_9193,3795,1,138,0
8f3442cc,CUST_1845,153,0,53,0
e3ed1aa5,CUST_9365,2495,1,72,0
04a8670e,CUST_4724,587,0,247,0
cd766e09,CUST_7713,1793,0,157,0
b0922b3a,CUST_7989,1653,0,213,0
93d07a3c,CUST_7196,902,0,137,0
690ba109,CUST_2870,3207,1,262,0
0b49c32c,CUST_1568,2164,1,270,0
77140207,CUST_2931,363,0,93,0
ea50ffb7,CUST_5112,1348,0,289,0
67958b56,CUST_9116,1964,0,68,0
18f39cbe,CUST_3529,1649,0,138,0
78e28768,CUST_9965,566,0,104,0
7f1c325f,CUST_2951,2679,1,82,0
6cbfec2f,CUST_7897,4837,1,154,0
279ea99d,CUST_2669,1461,0,95,0
5065775e,CUST_6981,2665,1,183,0
f146b9b1,CUST_2136,2805,1,284,0
691edcfb,CUST_1311,3473,1,280,0
d8ec3461,CUST_5170,4537,1,156,0
d1611d43,CUST_2939,3684,1,138,0
af29e3f5,CUST_3011,3088,1,282,1
664ad651,CUST_3312,1671,0,278,0
97fb1e37,CUST_8192,457,0,276,0
339f4526,CUST_8576,4032,1,157,1
b6125ccc,CUST_7593,2956,1,98,0
58b656ba,CUST_3259,4869,1,173,1
05b7b279,CUST_4684,2485,1,100,0
81382529,CUST_2060,1787,0,203,0
a159a7d6,CUST_1886,3950,1,230,0
6af3fb06,CUST_4608,3483,1,273,0
7c58118c,CUST_3728,3397,1,86,0
6e1fa885,CUST_6316,2640,1,184,0
c316f2e0,CUST_1699,2236,1,278,0
90163db8,CUST_8417,4564,1,294,0
7455fe11,CUST_5296,1395,0,79,0
32068396,CUST_2261,3183,1,127,0
56e9276f,CUST_4228,565,0,291,0
ef6a7fd0,CUST_4555,1829,0,250,0
f1117e95,CUST_2792,4756,1,116,0
dcb05fcc,CUST_1439,4478,1,228,0
545e2b07,CUST_9262,1013,0,142,0
be0efe66,CUST_5835,792,0,228,0
306839a4,CUST_9091,3431,1,137,0
2afac004,CUST_3153,4214,1,147,0
43a895c7,CUST_2450,1124,0,97,0
dec510c2,CUST_6515,1316,0,219,0
a62ac412,CUST_8731,3696,1,156,0
ac62d59d,CUST_1889,1401,0,236,0
a675d885,CUST_6200,4867,1,145,0
a8527667,CUST_5502,1640,0,119,0
39fa1b91,CUST_5082,2592,1,83,0
59ea1e55,CUST_3569,2937,1,262,0
8da64eac,CUST_6544,2622,1,66,0
10f7a856,CUST_7239,4398,1,51,0
af3b2056,CUST_7581,2827,1,203,0
b9bb8cbd,CUST_7356,4119,1,254,0
188689d1,CUST_7254,4348,1,80,0
9b946332,CUST_5915,3725,1,96,0
8ab4e2cd,CUST_1661,4543,1,74,0
e068d2af,CUST_3512,3284,1,126,0
37ff1269,CUST_6455,3660,1,133,0
de83c6d4,CUST_4263,3111,1,58,0
307a5c33,CUST_2524,2996,1,95,0
15c1a449,CUST_7941,1654,0,126,0
ae02fe37,CUST_8740,1388,0,107,0
cf91b0d4,CUST_4032,4827,1,88,0
b2ecad11,CUST_7614,1203,0,58,0
912ae885,CUST_6102,2681,1,147,0
91a65ff5,CUST_6866,2718,1,297,0
3c78664c,CUST_4970,4032,1,279,0
c602943f,CUST_5387,1607,0,228,0
e6a91b50,CUST_5380,4414,1,239,0
0ea2786f,CUST_3479,4868,1,264,0
945f6c3f,CUST_7115,819,0,62,0
464baf0a,CUST_8052,3949,1,178,0
25908dd7,CUST_3398,299,0,160,0
564255cc,CUST_6371,1067,0,110,0
6ee06809,CUST_4470,2319,1,171,0
a63bc750,CUST_6484,4628,1,58,0
f5c5a28e,CUST_4462,1260,0,274,0
75117e56,CUST_3193,329,0,89,0
d08dd4d8,CUST_8738,2355,1,57,0
26fff0ea,CUST_7577,928,0,169,0
dd31cc55,CUST_9232,2385,1,107,0
8e62ef23,CUST_3725,2045,1,140,0
bc6d8554,CUST_7418,1511,0,213,0
71c299f4,CUST_2549,1260,0,179,0
516164c5,CUST_7479,3944,1,113,0
b8efdf3a,CUST_2194,4577,1,123,0
8a0301ec,CUST_1965,2295,1,285,0
b9d46bbf,CUST_1889,1113,0,286,0
bfc26f24,CUST_9897,1505,0,104,0
da850647,CUST_5964,1744,0,99,1
0931156f,CUST_8953,2582,1,64,0
ba0c2214,CUST_3920,815,0,277,0
f9424df0,CUST_6700,2441,1,91,0
cdc922fa,CUST_8926,619,0,201,0
7978692d,CUST_3947,3108,1,285,0
1d84edf4,CUST_1858,331,0,277,0
0e9a2ec0,CUST_3243,2895,1,93,0
f5358c20,CUST_8515,4343,1,283,1
f1337911,CUST_1708,2412,1,83,0
64cb88c7,CUST_6949,1155,0,190,0
1455edc8,CUST_9679,4903,1,203,0
d56ca6a9,CUST_9352,2675,1,251,0
66319663,CUST_4710,901,0,177,0
210625bf,CUST_1993,717,0,72,0
c9994f2f,CUST_7213,1697,0,148,0
b3f811c9,CUST_6642,251,0,275,0
17015582,CUST_5009,4327,1,118,1
b90d06de,CUST_8272,930,0,81,0
9b573daa,CUST_2679,1341,0,88,0
df81af6d,CUST_2455,683,0,74,0
1dddbba2,CUST_9266,466,0,231,0
12e63d68,CUST_6510,2767,1,75,0
06f14286,CUST_1233,4998,1,224,0
3452a6fa,CUST_9241,977,0,294,0
13357744,CUST_9479,3578,1,142,0
558e4ba7,CUST_7865,3675,1,130,0
fefc717b,CUST_2497,1385,0,181,0
8373bd6d,CUST_3207,3203,1,131,0
e6fcb54f,CUST_5367,1061,0,173,0
92aa916e,CUST_5510,688,0,223,0
25e5d38e,CUST_3681,3911,1,73,0
a1e03a57,CUST_7925,2047,1,256,0
9fd3c4da,CUST_5603,3579,1,115,0
3a9f4117,CUST_2629,3372,1,264,0
d4607e73,CUST_9111,4600,1,79,0
e61cbf54,CUST_9283,3885,1,293,0
db4852c4,CUST_9099,3522,1,207,0
b4da3308,CUST_9514,3215,1,273,0
959da39c,CUST_7287,3418,1,286,0
606b3729,CUST_8851,4156,1,291,0
70f0d35f,CUST_4821,3258,1,204,0
2cc3d05c,CUST_6181,1897,0,297,0
b5a3f3be,CUST_8262,4155,1,58,0
137256c8,CUST_3889,2030,1,285,0
c77ee75e,CUST_4069,1923,0,168,0
23a9195b,CUST_2590,1921,0,296,0
cd40a934,CUST_7606,3525,1,63,0
4f6a995a,CUST_3171,1082,0,250,0
ab97f5e6,CUST_4223,2406,1,72,0
372c4d82,CUST_6042,4267,1,73,0
64996db0,CUST_7047,2670,1,79,0
f00dc8ac,CUST_5317,4321,1,300,0
3ab9db5e,CUST_8746,1162,0,185,0
cfe49f8a,CUST_2333,3866,1,83,0
ae766f01,CUST_6472,1796,0,233,0
b11604ad,CUST_4722,154,0,265,0
b1ee18bc,CUST_5842,2956,1,243,0
7b507e43,CUST_6238,1586,0,223,0
c89865a7,CUST_9612,815,0,271,0
c9b775a5,CUST_1279,2127,1,203,0
cc729286,CUST_5128,116,0,250,0
b1c00d15,CUST_1603,4513,1,268,0
fb6feba3,CUST_4830,469,0,101,0
06dfafd1,CUST_7364,2476,1,197,0
e73da7cd,CUST_6455,1695,0,284,1
82003b0d,CUST_6555,1125,0,237,0
96636aa8,CUST_7455,4649,1,276,0
141307b2,CUST_8315,2335,1,203,0
73398424,CUST_3992,3579,1,121,0
eea51313,CUST_2627,3241,1,59,0
f82fa369,CUST_7908,2570,1,266,0
dce6a2c1,CUST_9851,4072,1,161,0
dd62b449,CUST_7594,4209,1,277,0
1d8dc3cb,CUST_5927,111,0,209,0
dd7daa08,CUST_5315,1031,0,99,0
034d4914,CUST_1950,760,0,128,1
cbd73304,CUST_5584,3092,1,114,0
04b65c36,CUST_2252,4384,1,86,0
a8e7ecf3,CUST_8973,1825,0,116,0
2a401b5a,CUST_1502,2518,1,237,0
ac0cd606,CUST_3280,3145,1,243,0
a5720efe,CUST_8503,1976,0,242,0
ea698a24,CUST_8651,1436,0,95,0
c2d03897,CUST_7363,2076,1,183,0
7ee33a87,CUST_3639,3022,1,160,0
7103e446,CUST_9256,2898,1,150,0
81387c5c,CUST_6656,670,0,160,0
eecba0a1,CUST_7941,365,0,158,0
adf69250,CUST_8655,3629,1,292,0
3dc28982,CUST_3032,292,0,242,0
5312ad4a,CUST_2432,3903,1,170,0
068cdc4a,CUST_2647,1654,0,91,0
6a062a17,CUST_4807,4610,1,123,0
2ecd6753,CUST_8942,852,0,194,0
5d768776,CUST_8022,2180,1,259,0
e54a2bb8,CUST_1570,3739,1,113,0
bdf00038,CUST_4460,3986,1,69,0
79a15ecb,CUST_8346,2181,1,55,0
276a1390,CUST_3969,1085,0,83,0
a8b484bb,CUST_9413,3460,1,168,0
73be2a90,CUST_9094,3988,1,281,0
9f0dfdf5,CUST_2990,2806,1,50,0
bbd6cfa3,CUST_3045,4790,1,188,1
38774e6f,CUST_1849,246,0,113,0
93dd8947,CUST_2835,1868,0,235,0
da5e2391,CUST_9381,357,0,257,0
3f8a1535,CUST_9589,4846,1,191,0
60a6f4ab,CUST_2853,1532,0,163,0
74cedc27,CUST_3148,679,0,198,0
bb6e024a,CUST_5561,2872,1,183,0
5f8cb769,CUST_6311,4461,1,122,0
972b8ee2,CUST_3805,4237,1,252,0
eb347de9,CUST_1736,3072,1,109,0
1aeea1ad,CUST_2948,2146,1,71,0
31acca97,CUST_9421,148,0,282,0
3db0c0dc,CUST_4835,2728,1,131,0
95649580,CUST_7524,2479,1,139,0
5132fe60,CUST_1357,1421,0,205,0
6154a9e9,CUST_1853,2714,1,124,0
3544929b,CUST_7815,720,0,273,0
c9215faf,CUST_9324,813,0,204,0
9e09f758,CUST_2203,447,0,133,0
6f22a0c2,CUST_7034,347,0,105,1
a287f7d8,CUST_8542,2849,1,220,0
98c697c5,CUST_1990,4932,1,55,0
cd0a5681,CUST_4246,3442,1,169,0
3aaa48ec,CUST_9250,1135,0,51,0
0c6fd5b0,CUST_9332,1927,0,113,0
df253eeb,CUST_2656,2333,1,116,0
dee69b7f,CUST_7885,2317,1,50,0
a9463da6,CUST_3031,2430,1,129,0
efd23283,CUST_3171,1141,0,128,0
b2dfc566,CUST_4051,4371,1,78,0
38fca01d,CUST_3964,1345,0,76,0
613a62a9,CUST_9585,4693,1,106,0
31af3ae8,CUST_1288,1980,0,133,0
cb537876,CUST_3424,849,0,168,0
e16ff6dc,CUST_3709,1092,0,81,0
526bc5a6,CUST_8801,1768,0,106,0
874995ed,CUST_2155,4812,1,127,1
bf7b66bd,CUST_2729,2318,1,290,1
8f8d4577,CUST_5681,423,0,119,0
90253d2a,CUST_8011,1492,0,249,0
300e0ffb,CUST_7928,2319,1,248,0
edbb704e,CUST_3831,553,0,119,0
a71c681f,CUST_7500,2253,1,288,0
97c1f476,CUST_2219,4675,1,86,0
fb0bd37b,CUST_2236,2026,1,285,0
a2265255,CUST_1862,1835,0,78,0
05b8fc64,CUST_5915,2607,1,208,0
3d63f9e1,CUST_8513,4174,1,56,0
0b021994,CUST_5966,3602,1,207,0
230bfe80,CUST_1568,185,0,205,0
29db5d3d,CUST_8443,235,0,202,0
05dda076,CUST_5720,4125,1,299,0
f97eb4f5,CUST_7744,4721,1,295,0
4629d350,CUST_9390,544,0,140,0
0d03140b,CUST_7444,2195,1,270,1
f2c822bb,CUST_1087,1770,0,119,0
5d5857b4,CUST_7530,3211,1,236,0
bdf4c022,CUST_4197,1748,0,132,0
5f4915f0,CUST_6669,4034,1,281,0
c853939e,CUST_8642,4703,1,137,0
6918b91a,CUST_3738,520,0,78,0
1dd8d33a,CUST_9978,839,0,150,0
92f36d0d,CUST_3996,1408,0,232,0
c4491bb8,CUST_6843,3477,1,56,0
a5ded98c,CUST_2904,2897,1,105,0
e7ad5233,CUST_6538,3830,1,216,0
30457469,CUST_8626,3510,1,91,0
0f036520,CUST_3175,3063,1,174,0
fba70bd7,CUST_6050,3217,1,92,0
688798fa,CUST_2195,817,0,141,0
6b3e8a85,CUST_1136,1904,0,73,0
9476be51,CUST_8356,1091,0,271,0
e33df03c,CUST_8212,442,0,290,0
563df37c,CUST_6968,3671,1,282,0
6cba55f8,CUST_7797,4865,1,113,0
fd8ac47e,CUST_1294,469,0,246,0
467da812,CUST_4269,4760,1,131,0
c33d69d5,CUST_9293,3217,1,149,0
