transaction_id,customer,amount,is_compliant
TXN0874,Customer874,4496,1
TXN0875,Customer875,97295,0
TXN0876,Customer876,89926,0
TXN0877,Customer877,28303,1
TXN0878,Customer878,31797,1
TXN0879,Customer879,11614,1
TXN0880,Customer880,21861,1
TXN0881,Customer881,74556,0
TXN0882,Customer882,39857,1
TXN0883,Customer883,77385,0
TXN0884,Customer884,90118,0
TXN0885,Customer885,39447,1
TXN0886,Customer886,75583,0
TXN0887,Customer887,12281,1
TXN0888,Customer888,53132,0
TXN0889,Customer889,12276,1
TXN0890,Customer890,4179,1
TXN0891,Customer891,3598,1
TXN0892,Customer892,70803,0
TXN0893,Customer893,55944,0
TXN0894,Customer894,17007,1
TXN0895,Customer895,94083,0
TXN0896,Customer896,68273,0
TXN0897,Customer897,4674,1
TXN0898,Customer898,39388,1
TXN0899,Customer899,76761,0
TXN0900,Customer900,49731,1
TXN0901,Customer901,73521,0
TXN0902,Customer902,96470,0
TXN0903,Customer903,9442,1
TXN0904,Customer904,47454,1
TXN0905,Customer905,10993,1
TXN0906,Customer906,93894,0
TXN0907,Customer907,85299,0
TXN0908,Customer908,20865,1
TXN0909,Customer909,29716,1
TXN0910,Customer910,90292,0
TXN0911,Customer911,72919,0
TXN0912,Customer912,87432,0
TXN0913,Customer913,89780,0
TXN0914,Customer914,57581,0
TXN0915,Customer915,75155,0
TXN0916,Customer916,83034,0
TXN0917,Customer917,30434,1
TXN0918,Customer918,8513,1
TXN0919,Customer919,15699,1
TXN0920,Customer920,50378,0
TXN0921,Customer921,18950,1
TXN0922,Customer922,43514,1
TXN0923,Customer923,92958,0
TXN0924,Customer924,31363,1
TXN0925,Customer925,58091,0
TXN0926,Customer926,92741,0
TXN0927,Customer927,52571,0
TXN0928,Customer928,43809,1
TXN0929,Customer929,8257,1
TXN0930,Customer930,21875,1
TXN0931,Customer931,47138,1
TXN0932,Customer932,51200,0
TXN0933,Customer933,17558,1
TXN0934,Customer934,6164,1
TXN0935,Customer935,60962,0
TXN0936,Customer936,87486,0
TXN0937,Customer937,40122,1
TXN0938,Customer938,79944,0
TXN0939,Customer939,49762,1
TXN0940,Customer940,6615,1
TXN0941,Customer941,95133,0
TXN0942,Customer942,2211,1
TXN0943,Customer943,4060,1
TXN0944,Customer944,4230,1
TXN0945,Customer945,33050,1
TXN0946,Customer946,9120,1
TXN0947,Customer947,32365,1
TXN0948,Customer948,86236,0
TXN0949,Customer949,34774,1
TXN0950,Customer950,54824,0
TXN0951,Customer951,63158,0
TXN0952,Customer952,85123,0
TXN0953,Customer953,65560,0
TXN0954,Customer954,1936,1
TXN0955,Customer955,55185,0
TXN0956,Customer956,67629,0
TXN0957,Customer957,54786,0
TXN0958,Customer958,17938,1
TXN0959,Customer959,2752,1
TXN0960,Customer960,14593,1
TXN0961,Customer961,17237,1
TXN0962,Customer962,3214,1
TXN0963,Customer963,97817,0
TXN0964,Customer964,53206,0
TXN0965,Customer965,53599,0
TXN0966,Customer966,72238,0
TXN0967,Customer967,18977,1
TXN0968,Customer968,71071,0
TXN0969,Customer969,79770,0
TXN0970,Customer970,11414,1
TXN0971,Customer971,53366,0
TXN0972,Customer972,32394,1
TXN0973,Customer973,83750,0
TXN0974,Customer974,31594,1
TXN0975,Customer975,22083,1
TXN0976,Customer976,47531,1
TXN0977,Customer977,86586,0
TXN0978,Customer978,91667,0
TXN0979,Customer979,49751,1
TXN0980,Customer980,50900,0
TXN0981,Customer981,14018,1
TXN0982,Customer982,60921,0
TXN0983,Customer983,90392,0
TXN0984,Customer984,85451,0
TXN0985,Customer985,8278,1
TXN0986,Customer986,52551,0
TXN0987,Customer987,44884,1
TXN0988,Customer988,96119,0
TXN0989,Customer989,85040,0
TXN0990,Customer990,20768,1
TXN0991,Customer991,16109,1
TXN0992,Customer992,47766,1
TXN0993,Customer993,55051,0
TXN0994,Customer994,4049,1
TXN0995,Customer995,87045,0
TXN0996,Customer996,48631,1
TXN0997,Customer997,38878,1
TXN0998,Customer998,10852,1
TXN0999,Customer999,87552,0
TXN1000,Customer1000,78507,0
TXN1001,Customer1001,25242,1
TXN1002,Customer1002,29329,1
TXN1003,Customer1003,94771,0
TXN1004,Customer1004,79282,0
TXN1005,Customer1005,26353,1
TXN1006,Customer1006,68858,0
TXN1007,Customer1007,94693,0
TXN1008,Customer1008,61006,0
TXN1009,Customer1009,80621,0
TXN1010,Customer1010,14199,1
TXN1011,Customer1011,82365,0
TXN1012,Customer1012,78143,0
TXN1013,Customer1013,59858,0
TXN1014,Customer1014,44932,1
TXN1015,Customer1015,45523,1
TXN1016,Customer1016,56606,0
TXN1017,Customer1017,76751,0
TXN1018,Customer1018,1844,1
TXN1019,Customer1019,35819,1
TXN1020,Customer1020,77511,0
TXN1021,Customer1021,84992,0
TXN1022,Customer1022,90176,0
TXN1023,Customer1023,27211,1
TXN1024,Customer1024,34232,1
TXN1025,Customer1025,45292,1
TXN1026,Customer1026,46589,1
TXN1027,Customer1027,462,1
TXN1028,Customer1028,41150,1
TXN1029,Customer1029,120,1
TXN1030,Customer1030,68767,0
TXN1031,Customer1031,77240,0
TXN1032,Customer1032,28755,1
TXN1033,Customer1033,53178,0
TXN1034,Customer1034,31003,1
TXN1035,Customer1035,51631,0
TXN1036,Customer1036,55227,0
TXN1037,Customer1037,3930,1
TXN1038,Customer1038,96598,0
TXN1039,Customer1039,17805,1
TXN1040,Customer1040,98334,0
TXN1041,Customer1041,10016,1
TXN1042,Customer1042,20608,1
TXN1043,Customer1043,37547,1
TXN1044,Customer1044,15832,1
TXN1045,Customer1045,1633,1
TXN1046,Customer1046,24070,1
TXN1047,Customer1047,9845,1
TXN1048,Customer1048,29643,1
TXN1049,Customer1049,8921,1
TXN1050,Customer1050,66976,0
TXN1051,Customer1051,30648,1
TXN1052,Customer1052,17748,1
TXN1053,Customer1053,84079,0
TXN1054,Customer1054,26085,1
TXN1055,Customer1055,38897,1
TXN1056,Customer1056,50540,0
TXN1057,Customer1057,86350,0
TXN1058,Customer1058,78768,0
TXN1059,Customer1059,51065,0
TXN1060,Customer1060,60693,0
TXN1061,Customer1061,38573,1
TXN1062,Customer1062,33152,1
TXN1063,Customer1063,53254,0
TXN1064,Customer1064,72425,0
TXN1065,Customer1065,97179,0
TXN1066,Customer1066,70847,0
TXN1067,Customer1067,36810,1
TXN1068,Customer1068,68196,0
TXN1069,Customer1069,31795,1
TXN1070,Customer1070,42554,1
TXN1071,Customer1071,288,1
TXN1072,Customer1072,46307,1
TXN1073,Customer1073,61176,0
TXN1074,Customer1074,53295,0
TXN1075,Customer1075,66052,0
TXN1076,Customer1076,4648,1
TXN1077,Customer1077,67698,0
TXN1078,Customer1078,15517,1
TXN1079,Customer1079,42995,1
TXN1080,Customer1080,12584,1
TXN1081,Customer1081,7290,1
TXN1082,Customer1082,99090,0
TXN1083,Customer1083,52399,0
TXN1084,Customer1084,5589,1
TXN1085,Customer1085,81655,0
TXN1086,Customer1086,97399,0
TXN1087,Customer1087,17694,1
TXN1088,Customer1088,34869,1
TXN1089,Customer1089,98173,0
TXN1090,Customer1090,13980,1
TXN1091,Customer1091,6045,1
TXN1092,Customer1092,84751,0
TXN1093,Customer1093,47101,1
TXN1094,Customer1094,45552,1
TXN1095,Customer1095,63720,0
TXN1096,Customer1096,4183,1
TXN1097,Customer1097,52379,0
TXN1098,Customer1098,86810,0
TXN1099,Customer1099,40753,1
TXN1100,Customer1100,68101,0
TXN1101,Customer1101,94651,0
TXN1102,Customer1102,11380,1
TXN1103,Customer1103,13078,1
TXN1104,Customer1104,83697,0
TXN1105,Customer1105,67953,0
TXN1106,Customer1106,36543,1
TXN1107,Customer1107,87657,0
TXN1108,Customer1108,23164,1
TXN1109,Customer1109,99611,0
TXN1110,Customer1110,34418,1
TXN1111,Customer1111,62705,0
TXN1112,Customer1112,43511,1
TXN1113,Customer1113,5618,1
TXN1114,Customer1114,18101,1
TXN1115,Customer1115,91367,0
TXN1116,Customer1116,13896,1
TXN1117,Customer1117,95415,0
TXN1118,Customer1118,54374,0
TXN1119,Customer1119,48761,1
TXN1120,Customer1120,24636,1
TXN1121,Customer1121,17945,1
TXN1122,Customer1122,54530,0
TXN1123,Customer1123,99211,0
TXN1124,Customer1124,91925,0
TXN1125,Customer1125,46657,1
TXN1126,Customer1126,35765,1
TXN1127,Customer1127,59419,0
TXN1128,Customer1128,85602,0
TXN1129,Customer1129,57917,0
TXN1130,Customer1130,34297,1
TXN1131,Customer1131,36333,1
TXN1132,Customer1132,1638,1
TXN1133,Customer1133,53199,0
TXN1134,Customer1134,27165,1
TXN1135,Customer1135,49560,1
TXN1136,Customer1136,49518,1
TXN1137,Customer1137,64179,0
TXN1138,Customer1138,98058,0
TXN1139,Customer1139,96233,0
TXN1140,Customer1140,54300,0
TXN1141,Customer1141,45793,1
TXN1142,Customer1142,22426,1
TXN1143,Customer1143,95382,0
TXN1144,Customer1144,58512,0
TXN1145,Customer1145,94607,0
TXN1146,Customer1146,7534,1
TXN1147,Customer1147,78847,0
TXN1148,Customer1148,3717,1
TXN1149,Customer1149,58342,0
TXN1150,Customer1150,91415,0
TXN1151,Customer1151,46405,1
TXN1152,Customer1152,91225,0
TXN1153,Customer1153,29163,1
TXN1154,Customer1154,72305,0
TXN1155,Customer1155,19270,1
TXN1156,Customer1156,12745,1
TXN1157,Customer1157,20195,1
TXN1158,Customer1158,47925,1
TXN1159,Customer1159,88519,0
TXN1160,Customer1160,70304,0
TXN1161,Customer1161,98541,0
TXN1162,Customer1162,6502,1
TXN1163,Customer1163,69133,0
TXN1164,Customer1164,20843,1
TXN1165,Customer1165,96281,0
TXN1166,Customer1166,45974,1
TXN1167,Customer1167,16671,1
TXN1168,Customer1168,79306,0
TXN1169,Customer1169,24947,1
TXN1170,Customer1170,52287,0
TXN1171,Customer1171,48075,1
TXN1172,Customer1172,11804,1
TXN1173,Customer1173,53384,0
TXN1174,Customer1174,94359,0
TXN1175,Customer1175,85500,0
TXN1176,Customer1176,66397,0
TXN1177,Customer1177,43602,1
TXN1178,Customer1178,35501,1
TXN1179,Customer1179,27827,1
TXN1180,Customer1180,11098,1
TXN1181,Customer1181,83554,0
TXN1182,Customer1182,10590,1
TXN1183,Customer1183,3011,1
TXN1184,Customer1184,46338,1
TXN1185,Customer1185,76554,0
TXN1186,Customer1186,32912,1
TXN1187,Customer1187,60289,0
TXN1188,Customer1188,97206,0
TXN1189,Customer1189,84369,0
TXN1190,Customer1190,45126,1
TXN1191,Customer1191,66208,0
TXN1192,Customer1192,6600,1
TXN1193,Customer1193,15380,1
TXN1194,Customer1194,73661,0
TXN1195,Customer1195,82571,0
TXN1196,Customer1196,16136,1
TXN1197,Customer1197,60093,0
TXN1198,Customer1198,55931,0
TXN1199,Customer1199,52009,0
TXN1200,Customer1200,9191,1
TXN1201,Customer1201,99665,0
TXN1202,Customer1202,19423,1
TXN1203,Customer1203,44065,1
TXN1204,Customer1204,46326,1
TXN1205,Customer1205,17486,1
TXN1206,Customer1206,19236,1
TXN1207,Customer1207,23569,1
TXN1208,Customer1208,48607,1
TXN1209,Customer1209,64952,0
TXN1210,Customer1210,63939,0
TXN1211,Customer1211,79777,0
TXN1212,Customer1212,4782,1
TXN1213,Customer1213,82492,0
TXN1214,Customer1214,48160,1
TXN1215,Customer1215,24988,1
TXN1216,Customer1216,21015,1
TXN1217,Customer1217,98502,0
TXN1218,Customer1218,11968,1
TXN1219,Customer1219,79537,0
TXN1220,Customer1220,23193,1
TXN1221,Customer1221,93364,0
TXN1222,Customer1222,42136,1
TXN1223,Customer1223,52614,0
TXN1224,Customer1224,57313,0
TXN1225,Customer1225,57335,0
TXN1226,Customer1226,72198,0
TXN1227,Customer1227,29440,1
TXN1228,Customer1228,393,1
TXN1229,Customer1229,83190,0
TXN1230,Customer1230,88249,0
TXN1231,Customer1231,57890,0
TXN1232,Customer1232,67003,0
TXN1233,Customer1233,35205,1
TXN1234,Customer1234,14232,1
TXN1235,Customer1235,45055,1
TXN1236,Customer1236,44619,1
TXN1237,Customer1237,83652,0
TXN1238,Customer1238,53522,0
TXN1239,Customer1239,72656,0
TXN1240,Customer1240,26707,1
TXN1241,Customer1241,24721,1
TXN1242,Customer1242,65336,0
TXN1243,Customer1243,16736,1
TXN1244,Customer1244,977,1
TXN1245,Customer1245,19765,1
TXN1246,Customer1246,15531,1
TXN1247,Customer1247,13004,1
TXN1248,Customer1248,50869,0
TXN1249,Customer1249,39930,1
TXN1250,Customer1250,17394,1
TXN1251,Customer1251,56181,0
TXN1252,Customer1252,77307,0
TXN1253,Customer1253,77625,0
TXN1254,Customer1254,23650,1
TXN1255,Customer1255,12943,1
TXN1256,Customer1256,22859,1
TXN1257,Customer1257,67251,0
TXN1258,Customer1258,99401,0
TXN1259,Customer1259,7438,1
TXN1260,Customer1260,61564,0
TXN1261,Customer1261,3161,1
TXN1262,Customer1262,3012,1
TXN1263,Customer1263,49479,1
TXN1264,Customer1264,90190,0
TXN1265,Customer1265,31408,1
TXN1266,Customer1266,8606,1
TXN1267,Customer1267,64639,0
TXN1268,Customer1268,1717,1
TXN1269,Customer1269,24705,1
TXN1270,Customer1270,35084,1
TXN1271,Customer1271,47138,1
TXN1272,Customer1272,33273,1
TXN1273,Customer1273,4462,1
TXN1274,Customer1274,43137,1
TXN1275,Customer1275,92474,0
TXN1276,Customer1276,48119,1
TXN1277,Customer1277,38937,1
TXN1278,Customer1278,91866,0
TXN1279,Customer1279,31306,1
TXN1280,Customer1280,52229,0
TXN1281,Customer1281,73982,0
TXN1282,Customer1282,10769,1
TXN1283,Customer1283,29426,1
TXN1284,Customer1284,99727,0
TXN1285,Customer1285,3116,1
TXN1286,Customer1286,88391,0
TXN1287,Customer1287,39739,1
TXN1288,Customer1288,18229,1
TXN1289,Customer1289,38180,1
TXN1290,Customer1290,92671,0
TXN1291,Customer1291,994,1
TXN1292,Customer1292,87782,0
TXN1293,Customer1293,11041,1
TXN1294,Customer1294,83168,0
TXN1295,Customer1295,82470,0
TXN1296,Customer1296,8836,1
TXN1297,Customer1297,23095,1
TXN1298,Customer1298,34872,1
TXN1299,Customer1299,71730,0
TXN1300,Customer1300,52365,0
TXN1301,Customer1301,36232,1
TXN1302,Customer1302,98222,0
TXN1303,Customer1303,32687,1
TXN1304,Customer1304,56758,0
TXN1305,Customer1305,59663,0
TXN1306,Customer1306,61884,0
TXN1307,Customer1307,37890,1
TXN1308,Customer1308,93794,0
TXN1309,Customer1309,66147,0
TXN1310,Customer1310,1410,1
TXN1311,Customer1311,6310,1
TXN1312,Customer1312,37244,1
TXN1313,Customer1313,2825,1
TXN1314,Customer1314,13232,1
TXN1315,Customer1315,31570,1
TXN1316,Customer1316,19086,1
TXN1317,Customer1317,23691,1
TXN1318,Customer1318,57114,0
TXN1319,Customer1319,3927,1
TXN1320,Customer1320,6970,1
TXN1321,Customer1321,43583,1
TXN1322,Customer1322,72000,0
TXN1323,Customer1323,10504,1
TXN1324,Customer1324,73734,0
TXN1325,Customer1325,76594,0
TXN1326,Customer1326,74967,0
TXN1327,Customer1327,42756,1
TXN1328,Customer1328,5011,1
TXN1329,Customer1329,76526,0
TXN1330,Customer1330,66951,0
TXN1331,Customer1331,28910,1
TXN1332,Customer1332,58286,0
TXN1333,Customer1333,11820,1
TXN1334,Customer1334,52757,0
TXN1335,Customer1335,86221,0
TXN1336,Customer1336,95363,0
TXN1337,Customer1337,25029,1
TXN1338,Customer1338,62396,0
TXN1339,Customer1339,78841,0
TXN1340,Customer1340,47300,1
TXN1341,Customer1341,19281,1
TXN1342,Customer1342,38701,1
TXN1343,Customer1343,12018,1
TXN1344,Customer1344,71697,0
TXN1345,Customer1345,309,1
TXN1346,Customer1346,93629,0
TXN1347,Customer1347,1121,1
TXN1348,Customer1348,85626,0
TXN1349,Customer1349,11704,1
TXN1350,Customer1350,37116,1
TXN1351,Customer1351,88932,0
TXN1352,Customer1352,72834,0
TXN1353,Customer1353,91513,0
TXN1354,Customer1354,89779,0
TXN1355,Customer1355,32895,1
TXN1356,Customer1356,82419,0
TXN1357,Customer1357,68300,0
TXN1358,Customer1358,97526,0
TXN1359,Customer1359,87196,0
TXN1360,Customer1360,4390,1
TXN1361,Customer1361,65778,0
TXN1362,Customer1362,95290,0
TXN1363,Customer1363,56886,0
TXN1364,Customer1364,31561,1
TXN1365,Customer1365,81632,0
TXN1366,Customer1366,51373,0
TXN1367,Customer1367,50118,0
TXN1368,Customer1368,48329,1
TXN1369,Customer1369,79617,0
TXN1370,Customer1370,7978,1
TXN1371,Customer1371,65565,0
TXN1372,Customer1372,70431,0
TXN1373,Customer1373,58981,0
TXN1374,Customer1374,96440,0
TXN1375,Customer1375,28888,1
TXN1376,Customer1376,60582,0
TXN1377,Customer1377,66986,0
TXN1378,Customer1378,98750,0
TXN1379,Customer1379,66401,0
TXN1380,Customer1380,7396,1
TXN1381,Customer1381,52548,0
TXN1382,Customer1382,17315,1
TXN1383,Customer1383,82929,0
TXN1384,Customer1384,67869,0
TXN1385,Customer1385,8853,1
TXN1386,Customer1386,22092,1
TXN1387,Customer1387,26417,1
TXN1388,Customer1388,27812,1
TXN1389,Customer1389,13165,1
TXN1390,Customer1390,83907,0
TXN1391,Customer1391,12462,1
TXN1392,Customer1392,97452,0
TXN1393,Customer1393,76623,0
TXN1394,Customer1394,3746,1
TXN1395,Customer1395,63790,0
TXN1396,Customer1396,6651,1
TXN1397,Customer1397,91373,0
TXN1398,Customer1398,57225,0
TXN1399,Customer1399,56861,0
TXN1400,Customer1400,49318,1
TXN1401,Customer1401,8254,1
TXN1402,Customer1402,83639,0
TXN1403,Customer1403,60589,0
TXN1404,Customer1404,69653,0
TXN1405,Customer1405,81116,0
TXN1406,Customer1406,27935,1
TXN1407,Customer1407,84096,0
TXN1408,Customer1408,49552,1
TXN1409,Customer1409,24727,1
TXN1410,Customer1410,11309,1
TXN1411,Customer1411,53492,0
TXN1412,Customer1412,99924,0
TXN1413,Customer1413,10685,1
TXN1414,Customer1414,30011,1
TXN1415,Customer1415,38292,1
TXN1416,Customer1416,72334,0
TXN1417,Customer1417,76455,0
TXN1418,Customer1418,978,1
TXN1419,Customer1419,33566,1
TXN1420,Customer1420,12974,1
TXN1421,Customer1421,53076,0
TXN1422,Customer1422,47148,1
TXN1423,Customer1423,22099,1
TXN1424,Customer1424,66342,0
TXN1425,Customer1425,83517,0
TXN1426,Customer1426,69731,0
TXN1427,Customer1427,63795,0
TXN1428,Customer1428,82124,0
TXN1429,Customer1429,7377,1
TXN1430,Customer1430,39730,1
TXN1431,Customer1431,40005,1
TXN1432,Customer1432,32994,1
TXN1433,Customer1433,81925,0
TXN1434,Customer1434,64754,0
TXN1435,Customer1435,51274,0
TXN1436,Customer1436,82354,0
TXN1437,Customer1437,87041,0
TXN1438,Customer1438,97751,0
TXN1439,Customer1439,78378,0
TXN1440,Customer1440,41939,1
TXN1441,Customer1441,39524,1
TXN1442,Customer1442,79289,0
TXN1443,Customer1443,32806,1
TXN1444,Customer1444,26946,1
TXN1445,Customer1445,81015,0
TXN1446,Customer1446,73521,0
TXN1447,Customer1447,42002,1
TXN1448,Customer1448,80131,0
TXN1449,Customer1449,79572,0
TXN1450,Customer1450,35310,1
TXN1451,Customer1451,84894,0
TXN1452,Customer1452,8628,1
TXN1453,Customer1453,48714,1
TXN1454,Customer1454,13656,1
TXN1455,Customer1455,42203,1
TXN1456,Customer1456,90108,0
TXN1457,Customer1457,14457,1
TXN1458,Customer1458,41876,1
TXN1459,Customer1459,15306,1
TXN1460,Customer1460,38501,1
TXN1461,Customer1461,10312,1
TXN1462,Customer1462,53653,0
TXN1463,Customer1463,22627,1
TXN1464,Customer1464,94476,0
TXN1465,Customer1465,53152,0
TXN1466,Customer1466,9385,1
TXN1467,Customer1467,35523,1
TXN1468,Customer1468,41409,1
TXN1469,Customer1469,17553,1
TXN1470,Customer1470,66597,0
TXN1471,Customer1471,76610,0
TXN1472,Customer1472,4827,1
TXN1473,Customer1473,49507,1
TXN1474,Customer1474,27152,1
TXN1475,Customer1475,56782,0
TXN1476,Customer1476,98047,0
TXN1477,Customer1477,22346,1
TXN1478,Customer1478,80336,0
TXN1479,Customer1479,40347,1
TXN1480,Customer1480,21374,1
TXN1481,Customer1481,5078,1
TXN1482,Customer1482,70405,0
TXN1483,Customer1483,62130,0
TXN1484,Customer1484,52105,0
TXN1485,Customer1485,64673,0
TXN1486,Customer1486,11249,1
TXN1487,Customer1487,1504,1
TXN1488,Customer1488,9935,1
TXN1489,Customer1489,6045,1
TXN1490,Customer1490,1446,1
TXN1491,Customer1491,62514,0
TXN1492,Customer1492,36484,1
TXN1493,Customer1493,46525,1
TXN1494,Customer1494,6420,1
TXN1495,Customer1495,84275,0
TXN1496,Customer1496,62725,0
TXN1497,Customer1497,802,1
TXN1498,Customer1498,92466,0
TXN1499,Customer1499,25388,1
TXN1500,Customer1500,48198,1
TXN1501,Customer1501,18395,1
TXN1502,Customer1502,18084,1
TXN1503,Customer1503,37192,1
TXN1504,Customer1504,33153,1
TXN1505,Customer1505,50255,0
TXN1506,Customer1506,93439,0
TXN1507,Customer1507,50575,0
TXN1508,Customer1508,89823,0
TXN1509,Customer1509,52438,0
TXN1510,Customer1510,33119,1
TXN1511,Customer1511,55438,0
TXN1512,Customer1512,73769,0
TXN1513,Customer1513,84996,0
TXN1514,Customer1514,873,1
TXN1515,Customer1515,62990,0
TXN1516,Customer1516,48465,1
TXN1517,Customer1517,47794,1
TXN1518,Customer1518,52039,0
TXN1519,Customer1519,21635,1
TXN1520,Customer1520,5252,1
TXN1521,Customer1521,18221,1
TXN1522,Customer1522,65467,0
TXN1523,Customer1523,36619,1
TXN1524,Customer1524,60651,0
TXN1525,Customer1525,40571,1
TXN1526,Customer1526,69392,0
TXN1527,Customer1527,14724,1
TXN1528,Customer1528,89981,0
TXN1529,Customer1529,53044,0
TXN1530,Customer1530,89477,0
TXN1531,Customer1531,25599,1
TXN1532,Customer1532,21679,1
TXN1533,Customer1533,83277,0
TXN1534,Customer1534,58878,0
TXN1535,Customer1535,89126,0
TXN1536,Customer1536,96668,0
TXN1537,Customer1537,18099,1
TXN1538,Customer1538,78633,0
TXN1539,Customer1539,46147,1
TXN1540,Customer1540,79515,0
TXN1541,Customer1541,27037,1
TXN1542,Customer1542,95300,0
TXN1543,Customer1543,90412,0
TXN1544,Customer1544,92018,0
TXN1545,Customer1545,5058,1
TXN1546,Customer1546,62986,0
TXN1547,Customer1547,40206,1
TXN1548,Customer1548,35570,1
TXN1549,Customer1549,27495,1
TXN1550,Customer1550,61234,0
TXN1551,Customer1551,26383,1
TXN1552,Customer1552,79596,0
TXN1553,Customer1553,5105,1
TXN1554,Customer1554,96048,0
TXN1555,Customer1555,26832,1
TXN1556,Customer1556,55303,0
TXN1557,Customer1557,95001,0
TXN1558,Customer1558,66050,0
TXN1559,Customer1559,7195,1
TXN1560,Customer1560,67650,0
TXN1561,Customer1561,95915,0
TXN1562,Customer1562,90807,0
TXN1563,Customer1563,33184,1
TXN1564,Customer1564,82743,0
TXN1565,Customer1565,20930,1
TXN1566,Customer1566,9909,1
TXN1567,Customer1567,94494,0
TXN1568,Customer1568,94732,0
TXN1569,Customer1569,41048,1
TXN1570,Customer1570,74612,0
TXN1571,Customer1571,273,1
TXN1572,Customer1572,45422,1
TXN1573,Customer1573,64930,0
TXN1574,Customer1574,36850,1
TXN1575,Customer1575,87664,0
TXN1576,Customer1576,26300,1
TXN1577,Customer1577,93530,0
TXN1578,Customer1578,70900,0
TXN1579,Customer1579,70825,0
TXN1580,Customer1580,13659,1
TXN1581,Customer1581,44543,1
TXN1582,Customer1582,48130,1
TXN1583,Customer1583,82216,0
TXN1584,Customer1584,14492,1
TXN1585,Customer1585,12903,1
TXN1586,Customer1586,41984,1
TXN1587,Customer1587,88447,0
TXN1588,Customer1588,22789,1
TXN1589,Customer1589,86454,0
TXN1590,Customer1590,88080,0
TXN1591,Customer1591,2021,1
TXN1592,Customer1592,86351,0
TXN1593,Customer1593,49467,1
TXN1594,Customer1594,52395,0
TXN1595,Customer1595,33033,1
TXN1596,Customer1596,63919,0
TXN1597,Customer1597,70856,0
TXN1598,Customer1598,13844,1
TXN1599,Customer1599,42077,1
TXN1600,Customer1600,78055,0
TXN1601,Customer1601,60069,0
TXN1602,Customer1602,94258,0
TXN1603,Customer1603,69900,0
TXN1604,Customer1604,43800,1
TXN1605,Customer1605,13254,1
TXN1606,Customer1606,97263,0
TXN1607,Customer1607,54966,0
TXN1608,Customer1608,85598,0
TXN1609,Customer1609,96667,0
TXN1610,Customer1610,10556,1
TXN1611,Customer1611,54665,0
TXN1612,Customer1612,23543,1
TXN1613,Customer1613,54296,0
TXN1614,Customer1614,60394,0
TXN1615,Customer1615,98336,0
TXN1616,Customer1616,19777,1
TXN1617,Customer1617,6102,1
TXN1618,Customer1618,67690,0
TXN1619,Customer1619,87497,0
TXN1620,Customer1620,99378,0
TXN1621,Customer1621,77369,0
TXN1622,Customer1622,78846,0
TXN1623,Customer1623,28252,1
TXN1624,Customer1624,25159,1
TXN1625,Customer1625,49543,1
TXN1626,Customer1626,96436,0
TXN1627,Customer1627,99688,0
TXN1628,Customer1628,85528,0
TXN1629,Customer1629,73837,0
TXN1630,Customer1630,93049,0
TXN1631,Customer1631,77564,0
TXN1632,Customer1632,53897,0
TXN1633,Customer1633,66723,0
TXN1634,Customer1634,27750,1
TXN1635,Customer1635,41073,1
TXN1636,Customer1636,92949,0
TXN1637,Customer1637,48052,1
TXN1638,Customer1638,36698,1
TXN1639,Customer1639,4601,1
TXN1640,Customer1640,21070,1
TXN1641,Customer1641,86970,0
TXN1642,Customer1642,55454,0
TXN1643,Customer1643,80239,0
TXN1644,Customer1644,22673,1
TXN1645,Customer1645,36199,1
TXN1646,Customer1646,60829,0
TXN1647,Customer1647,90316,0
TXN1648,Customer1648,45525,1
TXN1649,Customer1649,65819,0
TXN1650,Customer1650,83168,0
TXN1651,Customer1651,30684,1
TXN1652,Customer1652,50332,0
TXN1653,Customer1653,82616,0
TXN1654,Customer1654,71223,0
TXN1655,Customer1655,37758,1
TXN1656,Customer1656,26305,1
TXN1657,Customer1657,26490,1
TXN1658,Customer1658,66010,0
TXN1659,Customer1659,85020,0
TXN1660,Customer1660,34878,1
TXN1661,Customer1661,20677,1
TXN1662,Customer1662,9939,1
TXN1663,Customer1663,13497,1
TXN1664,Customer1664,31639,1
TXN1665,Customer1665,41535,1
TXN1666,Customer1666,8547,1
TXN1667,Customer1667,34739,1
TXN1668,Customer1668,51898,0
TXN1669,Customer1669,3145,1
TXN1670,Customer1670,75443,0
TXN1671,Customer1671,82135,0
TXN1672,Customer1672,70856,0
TXN1673,Customer1673,26353,1
TXN1674,Customer1674,75978,0
TXN1675,Customer1675,47883,1
TXN1676,Customer1676,34743,1
TXN1677,Customer1677,47382,1
TXN1678,Customer1678,80919,0
TXN1679,Customer1679,22024,1
TXN1680,Customer1680,38123,1
TXN1681,Customer1681,95854,0
TXN1682,Customer1682,78434,0
TXN1683,Customer1683,24595,1
TXN1684,Customer1684,29408,1
TXN1685,Customer1685,43106,1
TXN1686,Customer1686,50413,0
TXN1687,Customer1687,80055,0
TXN1688,Customer1688,45700,1
TXN1689,Customer1689,68192,0
TXN1690,Customer1690,17818,1
TXN1691,Customer1691,4916,1
TXN1692,Customer1692,70916,0
TXN1693,Customer1693,79743,0
TXN1694,Customer1694,1664,1
TXN1695,Customer1695,47676,1
TXN1696,Customer1696,20608,1
TXN1697,Customer1697,27379,1
TXN1698,Customer1698,68818,0
TXN1699,Customer1699,34222,1
TXN1700,Customer1700,77592,0
TXN1701,Customer1701,17511,1
TXN1702,Customer1702,90491,0
TXN1703,Customer1703,38639,1
